,State,Library Name,Library ID,Longitude,Latitude,City,County,County Population,Service Population,Service Population Without Duplicates,Librarians,Employees_NC,Total Staff,Print Collection,Digital Collection,Audio Collection,Downloadable Audio,Physical Video,Total Licensed Databases,Library Visits,Registered Users,Employees_Hours,digital_collection_links,audio_collection_links,print_collection_links,download_collection_links,video_collection_links
340,NY,SHELTER ROCK PUBLIC LIBRARY,NY0333,-73.656739,40.762993,ALBERTSON,NASSAU,1358627.0,27188.0,26988.0,10.87,23.3,34.17,111008.0,41736.0,5894.0,7218.0,7833.0,86.0,201906.0,16304.0,932.0,"['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']","['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']","['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']","['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']","['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']"
341,NY,BALDWIN PUBLIC LIBRARY,NY0334,-73.6113293,40.6528461,BALDWIN,NASSAU,1358627.0,32837.0,32596.0,12.54,32.38,44.92,173961.0,34693.0,8874.0,6519.0,10267.0,66.0,285641.0,19595.0,1295.2,"['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']","['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']","['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']","['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']","['SHELTER ROCK PUBLIC LIBRARY', 'BALDWIN PUBLIC LIBRARY', 'BAYVILLE FREE LIBRARY', 'BELLMORE MEMORIAL LIBRARY', 'BETHPAGE PUBLIC LIBRARY', 'EAST MEADOW PUBLIC LIBRARY', 'EAST ROCKAWAY PUBLIC LIBRARY', 'EAST WILLISTON PUBLIC LIBRARY', 'ELMONT PUBLIC LIBRARY', 'FARMINGDALE PUBLIC LIBRARY', 'FLORAL PARK PUBLIC LIBRARY', 'FRANKLIN SQUARE PUBLIC LIBRARY', 'FREEPORT MEMORIAL LIBRARY', 'GARDEN CITY PUBLIC LIBRARY', 'GLEN COVE PUBLIC LIBRARY', 'GREAT NECK LIBRARY', 'HEMPSTEAD PUBLIC LIBRARY', 'HEWLETT-WOODMERE PUBLIC LIBRARY', 'HICKSVILLE FREE PUBLIC LIBRARY', 'ISLAND PARK PUBLIC LIBRARY', 'ISLAND TREES PUBLIC LIBRARY', 'JERICHO PUBLIC LIBRARY', 'LAKEVIEW PUBLIC LIBRARY', 'PENINSULA PUBLIC LIBRARY', 'LEVITTOWN PUBLIC LIBRARY', 'LOCUST VALLEY LIBRARY', 'LONG BEACH PUBLIC LIBRARY', 'LYNBROOK PUBLIC LIBRARY', 'MALVERNE PUBLIC LIBRARY', 'MANHASSET PUBLIC LIBRARY', 'MASSAPEQUA PUBLIC LIBRARY', 'MERRICK LIBRARY', 'MINEOLA MEMORIAL LIBRARY', 'HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK', 'NORTH BELLMORE PUBLIC LIBRARY', 'NORTH MERRICK PUBLIC LIBRARY', 'OCEANSIDE LIBRARY', 'OYSTER BAY-EAST NORWICH PUBLIC LIBRARY', 'PLAINEDGE PUBLIC LIBRARY', 'PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY', 'PORT WASHINGTON PUBLIC LIBRARY', 'ROCKVILLE CENTRE PUBLIC LIBRARY', 'ROOSEVELT PUBLIC LIBRARY', 'BRYANT LIBRARY', 'SEA CLIFF VILLAGE LIBRARY', 'SEAFORD PUBLIC LIBRARY', 'SYOSSET PUBLIC LIBRARY', 'UNIONDALE PUBLIC LIBRARY', 'HENRY WALDINGER MEMORIAL LIBRARY', 'WANTAGH PUBLIC LIBRARY', 'WEST HEMPSTEAD PUBLIC LIBRARY', 'WESTBURY MEMORIAL PUBLIC LIBRARY', 'WILLISTON PARK PUBLIC LIBRARY', 'GOLD COAST PUBLIC LIBRARY DISTRICT']"
